Location,Type,Energy
1336125 - 1336155,loose,-20.18432465 kcal/mol
1336924 - 1336934,loose,-18.1826977 kcal/mol
1336954 - 1337034,loose,-17.246964755555553 kcal/mol
1337384 - 1337384,loose,-21.024539 kcal/mol
1337414 - 1337424,loose,-20.552166800000002 kcal/mol
1337574 - 1337584,loose,-19.6232356 kcal/mol
1337614 - 1337674,loose,-18.731357157142856 kcal/mol
1337694 - 1337694,loose,-20.7562471 kcal/mol
1337804 - 1337804,tight,-34.512276 kcal/mol
1337834 - 1337844,tight,-35.38477145 kcal/mol
1337874 - 1337874,tight,-34.5443063 kcal/mol
1337904 - 1337914,tight,-35.12228425000001 kcal/mol
1337934 - 1337944,tight,-34.51207925 kcal/mol
1337974 - 1337974,tight,-35.1315927 kcal/mol
1338602 - 1338602,tight,-34.8564458 kcal/mol
1338692 - 1338692,tight,-37.0551888 kcal/mol
1339452 - 1339452,tight,-34.2645644 kcal/mol
1339786 - 1339786,loose,-17.2947382 kcal/mol
1339816 - 1339826,loose,-19.55379005 kcal/mol
1339965 - 1339965,loose,-20.908618 kcal/mol
1340005 - 1340015,loose,-19.341977200000002 kcal/mol
1340105 - 1340115,tight,-36.116126449999996 kcal/mol
1340245 - 1340265,tight,-34.52549413333333 kcal/mol
1340445 - 1340515,tight,-35.64730835 kcal/mol
1340565 - 1340565,tight,-34.9902461 kcal/mol
1340779 - 1340779,loose,-20.3252632 kcal/mol
1341214 - 1341214,tight,-34.3122881 kcal/mol
1341631 - 1341631,loose,-20.3753401 kcal/mol
1341761 - 1341791,tight,-36.368436700000004 kcal/mol
1342251 - 1342251,loose,-19.5092361 kcal/mol
1342271 - 1342271,loose,-20.5836237 kcal/mol
1342470 - 1342470,loose,-20.282685 kcal/mol
1342490 - 1342510,loose,-20.13791403333333 kcal/mol
1342791 - 1342791,loose,-18.6610894 kcal/mol
1342811 - 1342841,loose,-19.0109788 kcal/mol
1342861 - 1342861,loose,-19.7078709 kcal/mol
1342951 - 1342991,loose,-19.3203629 kcal/mol
1343011 - 1343011,loose,-19.8003058 kcal/mol
1343341 - 1343351,loose,-16.0966742 kcal/mol
1343371 - 1343401,loose,-19.292532225000002 kcal/mol
1343541 - 1343561,loose,-19.561441300000002 kcal/mol
1343751 - 1343751,loose,-21.0657341 kcal/mol
1343791 - 1343791,loose,-20.9264442 kcal/mol
1344141 - 1344141,loose,-20.1975836 kcal/mol
1344341 - 1344341,loose,-18.5823697 kcal/mol
1344361 - 1344391,loose,-19.108616074999997 kcal/mol
1344411 - 1344411,loose,-18.9767557 kcal/mol
1344461 - 1344461,loose,-21.0749766 kcal/mol
1344571 - 1344571,loose,-19.9306852 kcal/mol
1344581 - 1344581,tight,-34.0415494 kcal/mol
1344621 - 1344641,loose,-19.0018199 kcal/mol
1344661 - 1344661,loose,-20.4394323 kcal/mol
1344871 - 1344871,loose,-19.3647768 kcal/mol
1345172 - 1345172,tight,-34.9582407 kcal/mol
1345202 - 1345202,tight,-36.7910363 kcal/mol
1345222 - 1345222,tight,-36.1333436 kcal/mol
1345242 - 1345242,tight,-34.1900724 kcal/mol
1346042 - 1346042,loose,-21.0395967 kcal/mol
1346102 - 1346102,tight,-34.3284462 kcal/mol
1346552 - 1346572,loose,-19.242561866666666 kcal/mol
1346662 - 1346672,loose,-19.76182285 kcal/mol
1347064 - 1347064,loose,-20.3477825 kcal/mol
1347104 - 1347104,loose,-18.5633955 kcal/mol
1347384 - 1347384,loose,-20.3888662 kcal/mol
1347654 - 1347704,loose,-17.8173813 kcal/mol
1347724 - 1347734,loose,-18.437739450000002 kcal/mol
1347844 - 1347894,loose,-19.143847833333332 kcal/mol
1347994 - 1347994,loose,-19.3919221 kcal/mol
1348295 - 1348295,tight,-34.839149 kcal/mol
1348405 - 1348405,tight,-38.8586462 kcal/mol
1348515 - 1348515,tight,-34.2542695 kcal/mol
1348715 - 1348725,tight,-34.07246705 kcal/mol
1348805 - 1348805,loose,-20.5629341 kcal/mol
1349491 - 1349531,tight,-34.9173263 kcal/mol
1349621 - 1349621,loose,-19.6057392 kcal/mol
1349641 - 1349641,loose,-20.882185 kcal/mol
1349862 - 1349862,tight,-37.2829369 kcal/mol
1349882 - 1349882,tight,-34.2243297 kcal/mol
1349992 - 1349992,loose,-20.6930176 kcal/mol
1350082 - 1350082,loose,-18.1501075 kcal/mol
1350242 - 1350252,tight,-35.12222735 kcal/mol
1350442 - 1350462,tight,-36.5037524 kcal/mol
1350482 - 1350482,tight,-37.0497709 kcal/mol
1350512 - 1350522,tight,-35.654264749999996 kcal/mol
1350552 - 1350552,tight,-38.1424784 kcal/mol
1350700 - 1350700,loose,-19.3273565 kcal/mol
1350910 - 1350970,tight,-36.405502885714284 kcal/mol
1351160 - 1351190,loose,-18.242245525 kcal/mol
1351210 - 1351220,loose,-16.71467505 kcal/mol
1351240 - 1351260,loose,-18.658020233333332 kcal/mol
1351350 - 1351350,tight,-34.2469559 kcal/mol
1351672 - 1351672,tight,-35.1340367 kcal/mol
1351782 - 1351782,tight,-39.5115871 kcal/mol
1351812 - 1351822,tight,-36.01431185 kcal/mol
1351842 - 1351892,tight,-37.99732398333333 kcal/mol
1352002 - 1352002,tight,-36.8247247 kcal/mol
1352112 - 1352112,tight,-35.2476204 kcal/mol
1352222 - 1352222,tight,-34.4164102 kcal/mol
1352242 - 1352242,tight,-34.1346563 kcal/mol
1352272 - 1352292,tight,-34.60419646666667 kcal/mol
1352332 - 1352332,tight,-39.7660949 kcal/mol
1352432 - 1352432,tight,-36.9687152 kcal/mol
1352529 - 1352529,loose,-17.4991843 kcal/mol
1352549 - 1352549,loose,-20.0305371 kcal/mol
1352679 - 1352679,tight,-37.7202688 kcal/mol
1352889 - 1352889,tight,-34.6135467 kcal/mol
1353289 - 1353299,tight,-35.411432700000006 kcal/mol
1353491 - 1353491,tight,-36.6896193 kcal/mol
1353611 - 1353611,tight,-36.0411252 kcal/mol
1353821 - 1353821,tight,-34.5209887 kcal/mol
1353951 - 1353951,tight,-34.1142155 kcal/mol
1353961 - 1353961,loose,-20.593661 kcal/mol
1354221 - 1354221,loose,-20.189707 kcal/mol
1354281 - 1354311,loose,-19.834659549999998 kcal/mol
1354341 - 1354361,loose,-20.3191344 kcal/mol
1354491 - 1354491,loose,-20.0939282 kcal/mol
1354581 - 1354581,tight,-35.9866548 kcal/mol
1354631 - 1354631,tight,-34.5518026 kcal/mol
1354691 - 1354691,tight,-34.8415265 kcal/mol
1354711 - 1354721,tight,-36.8887151 kcal/mol
1354751 - 1354781,tight,-36.3698193 kcal/mol
1355467 - 1355467,loose,-20.5974138 kcal/mol
1355517 - 1355517,loose,-20.9099323 kcal/mol
1355557 - 1355587,loose,-18.9235417 kcal/mol
1356176 - 1356216,tight,-38.75428928 kcal/mol
1356496 - 1356506,loose,-20.507974750000002 kcal/mol
1356526 - 1356526,loose,-20.9757552 kcal/mol
1356736 - 1356736,tight,-34.135353 kcal/mol
1356856 - 1356856,tight,-36.7958452 kcal/mol
1356886 - 1356886,loose,-20.0186334 kcal/mol
1357534 - 1357534,loose,-20.777773 kcal/mol
1357544 - 1357614,tight,-38.3224708125 kcal/mol
1357654 - 1357654,loose,-19.8978249 kcal/mol
1357664 - 1357664,tight,-34.9285528 kcal/mol
1358054 - 1358054,loose,-20.782542 kcal/mol
1358154 - 1358164,tight,-35.156302100000005 kcal/mol
1358204 - 1358244,tight,-37.2039201 kcal/mol
1358314 - 1358324,loose,-20.16441835 kcal/mol
1358344 - 1358344,loose,-20.2392493 kcal/mol
1358454 - 1358454,tight,-37.5194538 kcal/mol
1358534 - 1358554,tight,-34.339957733333335 kcal/mol
1358624 - 1358624,loose,-20.9885299 kcal/mol
1358644 - 1358644,tight,-36.1474275 kcal/mol
1358664 - 1358664,tight,-35.263245 kcal/mol
1358694 - 1358704,tight,-36.8570603 kcal/mol
1358734 - 1358734,loose,-20.4830495 kcal/mol
1358824 - 1358824,tight,-34.2531828 kcal/mol
1359130 - 1359150,loose,-19.12312676666667 kcal/mol
1359406 - 1359466,tight,-38.22395737142857 kcal/mol
1360195 - 1360205,loose,-19.4133613 kcal/mol
1360827 - 1360827,tight,-35.109833 kcal/mol
1360857 - 1360857,tight,-35.0115736 kcal/mol
1360877 - 1360877,tight,-35.9872904 kcal/mol
1360897 - 1360897,tight,-36.251945 kcal/mol
1360917 - 1360937,tight,-37.9151301 kcal/mol
1361017 - 1361017,tight,-36.3751615 kcal/mol
1361047 - 1361087,tight,-36.44883928 kcal/mol
1361127 - 1361127,tight,-35.2624878 kcal/mol
1361147 - 1361147,tight,-35.9320742 kcal/mol
1361377 - 1361377,tight,-35.2760744 kcal/mol
1361397 - 1361397,loose,-19.370945 kcal/mol
1361427 - 1361497,tight,-35.546610737499996 kcal/mol
1361507 - 1361507,loose,-18.5275649 kcal/mol
1361517 - 1361517,tight,-34.2652715 kcal/mol
1361557 - 1361587,tight,-37.9296703 kcal/mol
1361607 - 1361607,tight,-34.4326254 kcal/mol
1361617 - 1361617,loose,-20.1731672 kcal/mol
1361707 - 1361707,tight,-34.9900642 kcal/mol
1361767 - 1361777,tight,-35.0188512 kcal/mol
1361797 - 1361797,tight,-34.8075661 kcal/mol
1361997 - 1361997,tight,-35.4925472 kcal/mol
1362027 - 1362037,tight,-35.20395705 kcal/mol
1362276 - 1362276,tight,-36.3324206 kcal/mol
1362396 - 1362396,tight,-35.765828 kcal/mol
1362426 - 1362446,tight,-35.90727776666666 kcal/mol
1362466 - 1362486,tight,-36.82906126666666 kcal/mol
1362506 - 1362506,tight,-34.407411 kcal/mol
1362776 - 1362776,loose,-21.0355772 kcal/mol
1362836 - 1362846,tight,-36.22779965 kcal/mol
1362866 - 1362986,tight,-37.50830506923078 kcal/mol
1363016 - 1363016,tight,-34.830489 kcal/mol
1363106 - 1363106,tight,-36.4594383 kcal/mol
1363126 - 1363156,tight,-35.823903075000004 kcal/mol
1363216 - 1363216,loose,-20.6669453 kcal/mol
1363236 - 1363236,tight,-35.9167291 kcal/mol
1363296 - 1363316,tight,-36.29839893333334 kcal/mol
1363346 - 1363346,tight,-36.6806394 kcal/mol
1363614 - 1363614,tight,-35.6361758 kcal/mol
1363634 - 1363714,tight,-36.56920932222223 kcal/mol
1363734 - 1363744,tight,-35.97808985 kcal/mol
1363794 - 1363804,tight,-34.77478295 kcal/mol
1363914 - 1363974,tight,-39.23019895714286 kcal/mol
1363994 - 1364004,tight,-35.836851249999995 kcal/mol
1364044 - 1364044,tight,-36.4080446 kcal/mol
1364064 - 1364064,tight,-35.9319069 kcal/mol
1364084 - 1364084,tight,-36.3393289 kcal/mol
1364154 - 1364184,loose,-19.307747 kcal/mol
1364284 - 1364304,tight,-36.55209513333333 kcal/mol
1364454 - 1364474,tight,-35.053513966666664 kcal/mol
1364514 - 1364524,tight,-37.7201035 kcal/mol
1364544 - 1364614,tight,-42.3918869875 kcal/mol
1364664 - 1364674,loose,-20.518338149999998 kcal/mol
1365289 - 1365299,tight,-36.3901329 kcal/mol
1365319 - 1365319,tight,-35.1034525 kcal/mol
1365519 - 1365519,loose,-20.9208765 kcal/mol
1365669 - 1365669,loose,-19.2693921 kcal/mol
1366233 - 1366233,loose,-20.424146 kcal/mol
1366273 - 1366273,loose,-19.5423391 kcal/mol
1366303 - 1366303,loose,-20.0245624 kcal/mol
1366323 - 1366323,loose,-20.9502545 kcal/mol
1367129 - 1367129,tight,-34.0661519 kcal/mol
1367149 - 1367149,tight,-34.1483536 kcal/mol
1367169 - 1367179,tight,-34.48025045 kcal/mol
1367249 - 1367269,tight,-37.98003 kcal/mol
1367437 - 1367437,tight,-35.1369684 kcal/mol
1367467 - 1367467,tight,-34.9967039 kcal/mol
1367497 - 1367537,tight,-38.75511504 kcal/mol
1368240 - 1368240,loose,-18.4623178 kcal/mol
1368260 - 1368260,loose,-15.4426462 kcal/mol
1368310 - 1368330,loose,-19.114256666666666 kcal/mol
1368360 - 1368360,loose,-18.4250878 kcal/mol
1368380 - 1368380,loose,-13.8706149 kcal/mol
1368420 - 1368430,loose,-20.7176135 kcal/mol
1368450 - 1368460,loose,-19.19414575 kcal/mol
1368490 - 1368490,loose,-14.3427073 kcal/mol
1368550 - 1368660,loose,-16.741672533333336 kcal/mol
1368690 - 1368830,loose,-17.51064482 kcal/mol
1368850 - 1368850,loose,-20.023963 kcal/mol
1368870 - 1368880,loose,-19.75783155 kcal/mol
1368910 - 1368930,loose,-16.521600866666667 kcal/mol
1368960 - 1368960,loose,-18.2472257 kcal/mol
1369020 - 1369020,tight,-35.7022172 kcal/mol
1369070 - 1369070,loose,-18.2099773 kcal/mol
1369170 - 1369180,loose,-18.72224695 kcal/mol
1369200 - 1369220,loose,-19.0526273 kcal/mol
1369240 - 1369240,loose,-20.130049 kcal/mol
1369290 - 1369290,loose,-18.5384566 kcal/mol
1369310 - 1369310,loose,-20.9449626 kcal/mol
1369340 - 1369340,loose,-20.513594 kcal/mol
1369390 - 1369390,tight,-34.2622947 kcal/mol
1369400 - 1369400,loose,-20.2846714 kcal/mol
1369410 - 1369440,tight,-37.47296455 kcal/mol
1369490 - 1369560,loose,-18.362754662500002 kcal/mol
1369600 - 1369600,loose,-20.9562991 kcal/mol
1369620 - 1369620,loose,-17.5342502 kcal/mol
1369640 - 1369640,tight,-34.1993977 kcal/mol
1369660 - 1369670,tight,-34.94571975 kcal/mol
1369730 - 1369750,loose,-19.221651933333334 kcal/mol
1370173 - 1370193,loose,-19.465195133333335 kcal/mol
1370273 - 1370273,loose,-20.088619 kcal/mol
1370453 - 1370453,tight,-34.9619348 kcal/mol
1370503 - 1370503,tight,-35.7268675 kcal/mol
1370613 - 1370623,loose,-18.8795739 kcal/mol
1370673 - 1370673,loose,-19.9712651 kcal/mol
1370693 - 1370693,loose,-19.7280781 kcal/mol
1370713 - 1370773,loose,-18.208064057142856 kcal/mol
1371003 - 1371003,loose,-20.7849508 kcal/mol
1371083 - 1371113,tight,-36.100838625 kcal/mol
1371246 - 1371246,tight,-35.393729 kcal/mol
1371266 - 1371266,tight,-34.2116997 kcal/mol
1371376 - 1371376,tight,-36.4466877 kcal/mol
1371406 - 1371416,tight,-39.380063 kcal/mol
1371486 - 1371486,tight,-35.2320127 kcal/mol
1371596 - 1371596,tight,-35.9662242 kcal/mol
1371786 - 1371796,tight,-34.2713397 kcal/mol
1371896 - 1371906,loose,-18.74896335 kcal/mol
1371926 - 1371926,tight,-37.0346571 kcal/mol
1372016 - 1372016,tight,-35.9168877 kcal/mol
1372194 - 1372214,loose,-20.316592099999998 kcal/mol
1372744 - 1372764,tight,-37.193740166666664 kcal/mol
1373277 - 1373307,tight,-36.9725186 kcal/mol
1373447 - 1373467,tight,-35.4664684 kcal/mol
1373487 - 1373487,tight,-35.705162 kcal/mol
1373607 - 1373657,tight,-36.61159545 kcal/mol
1373677 - 1373687,tight,-39.056803650000006 kcal/mol
1373887 - 1373887,tight,-35.0511567 kcal/mol
1374228 - 1374228,tight,-34.7292402 kcal/mol
1374248 - 1374268,tight,-35.89603423333333 kcal/mol
1374418 - 1374438,loose,-17.84265396666667 kcal/mol
1374468 - 1374478,loose,-20.06014675 kcal/mol
1374508 - 1374508,loose,-19.7580479 kcal/mol
1374588 - 1374588,tight,-34.3462077 kcal/mol
1374608 - 1374608,tight,-34.1881284 kcal/mol
1374658 - 1374658,tight,-34.6242844 kcal/mol
1374678 - 1374688,tight,-35.59707565 kcal/mol
1374878 - 1374878,tight,-38.799546 kcal/mol
1374918 - 1374918,tight,-35.3815546 kcal/mol
1375068 - 1375068,tight,-36.5890617 kcal/mol
1375108 - 1375108,tight,-37.8370865 kcal/mol
1375218 - 1375218,tight,-37.4357979 kcal/mol
1375268 - 1375268,tight,-38.9643641 kcal/mol
1375288 - 1375288,tight,-34.556057 kcal/mol
1375308 - 1375368,tight,-35.80379455714286 kcal/mol
1375438 - 1375438,tight,-38.0268715 kcal/mol
1375548 - 1375548,tight,-41.9437229 kcal/mol
1375658 - 1375658,tight,-38.8620871 kcal/mol
1375698 - 1375708,loose,-20.2371799 kcal/mol
1375728 - 1375728,loose,-20.7533295 kcal/mol
1375768 - 1375768,tight,-39.6321489 kcal/mol
1375958 - 1376018,tight,-39.68741874285714 kcal/mol
1376038 - 1376068,tight,-36.2298428 kcal/mol
1376118 - 1376118,tight,-35.2799938 kcal/mol
1376158 - 1376158,tight,-36.0011254 kcal/mol
1376318 - 1376368,loose,-20.098712466666665 kcal/mol
1376388 - 1376388,loose,-18.7398297 kcal/mol
1376598 - 1376598,tight,-35.8614546 kcal/mol
1376628 - 1376628,loose,-21.0250452 kcal/mol
1376818 - 1376818,tight,-34.3096541 kcal/mol
1376928 - 1376928,tight,-35.1413461 kcal/mol
1376978 - 1377018,tight,-36.62689442 kcal/mol
1377038 - 1377038,tight,-38.2347785 kcal/mol
1377158 - 1377158,tight,-40.9310304 kcal/mol
1377248 - 1377248,tight,-34.0408393 kcal/mol
1377268 - 1377308,tight,-36.548227159999996 kcal/mol
1377328 - 1377328,tight,-35.4086182 kcal/mol
1377528 - 1377528,tight,-35.3521901 kcal/mol
1377558 - 1377568,tight,-35.6122151 kcal/mol
1377588 - 1377588,tight,-38.1732376 kcal/mol
1377648 - 1377648,tight,-34.0146961 kcal/mol
1377718 - 1377758,tight,-35.614542560000004 kcal/mol
1377848 - 1377848,loose,-20.5622374 kcal/mol
1378442 - 1378442,tight,-34.9646941 kcal/mol
1378522 - 1378522,tight,-35.2235177 kcal/mol
1378552 - 1378652,tight,-38.292016 kcal/mol
1378682 - 1378682,tight,-34.7119204 kcal/mol
1378712 - 1378712,tight,-40.5858151 kcal/mol
1378732 - 1378732,tight,-35.4584833 kcal/mol
1378845 - 1378845,loose,-17.8047088 kcal/mol
1378855 - 1378855,tight,-36.0129295 kcal/mol
1379095 - 1379095,tight,-38.2705091 kcal/mol
1379115 - 1379155,tight,-36.81139460000001 kcal/mol
1379175 - 1379175,tight,-36.7412179 kcal/mol
1379215 - 1379225,tight,-36.645738249999994 kcal/mol
1379345 - 1379355,loose,-19.9000555 kcal/mol
1379425 - 1379445,loose,-20.238775433333334 kcal/mol
1379515 - 1379515,loose,-19.8004316 kcal/mol
1379545 - 1379595,loose,-18.964604166666664 kcal/mol
1379823 - 1379823,loose,-20.3638466 kcal/mol
1379971 - 1379971,tight,-34.4007809 kcal/mol
1379991 - 1379991,tight,-34.1507329 kcal/mol
1380101 - 1380101,tight,-34.899814 kcal/mol
1380211 - 1380211,tight,-34.0063243 kcal/mol
1380331 - 1380401,loose,-19.520220100000003 kcal/mol
1380431 - 1380431,loose,-19.9744779 kcal/mol
1380987 - 1380987,loose,-18.9995168 kcal/mol
1381267 - 1381267,loose,-19.4391554 kcal/mol
1381327 - 1381347,loose,-20.029857433333333 kcal/mol
1381447 - 1381447,loose,-20.5632364 kcal/mol
1381847 - 1381867,loose,-18.596130300000002 kcal/mol
1382491 - 1382501,tight,-36.193478400000004 kcal/mol
1382521 - 1382521,tight,-35.1974573 kcal/mol
1382601 - 1382601,tight,-36.442049 kcal/mol
1382751 - 1382751,tight,-35.0132924 kcal/mol
1382781 - 1382781,tight,-35.5928613 kcal/mol
1382801 - 1382801,tight,-37.2035598 kcal/mol
1382861 - 1382861,tight,-34.3691472 kcal/mol
1382881 - 1382891,tight,-36.7638537 kcal/mol
1382911 - 1382931,tight,-35.4915204 kcal/mol
1382961 - 1382961,tight,-36.5624949 kcal/mol
1382981 - 1383001,tight,-37.50369476666666 kcal/mol
1383021 - 1383051,tight,-36.7714205 kcal/mol
1383411 - 1383431,loose,-20.060887566666665 kcal/mol
1383555 - 1383555,loose,-20.310128 kcal/mol
1383645 - 1383655,tight,-35.6258865 kcal/mol
1383675 - 1383765,tight,-38.301050520000004 kcal/mol
1383785 - 1383845,tight,-36.1208094 kcal/mol
1383915 - 1383915,tight,-34.3907092 kcal/mol
1384095 - 1384095,tight,-39.4520022 kcal/mol
1384385 - 1384385,tight,-34.290579 kcal/mol
1384445 - 1384455,tight,-37.7447793 kcal/mol
1384784 - 1384784,loose,-21.0071827 kcal/mol
1384854 - 1384854,tight,-34.0937753 kcal/mol
1384924 - 1384924,tight,-34.4492103 kcal/mol
1385194 - 1385194,loose,-20.7048723 kcal/mol
1385884 - 1385884,tight,-34.1285533 kcal/mol
1386329 - 1386329,loose,-20.2000286 kcal/mol
1386489 - 1386509,loose,-20.086445433333335 kcal/mol
1387044 - 1387074,tight,-35.095128525 kcal/mol
1387094 - 1387104,tight,-36.82891545 kcal/mol
1387124 - 1387134,tight,-37.01761155 kcal/mol
1387364 - 1387404,tight,-36.092372700000006 kcal/mol
1387424 - 1387424,tight,-34.4172615 kcal/mol
1387444 - 1387464,tight,-35.1974605 kcal/mol
1387484 - 1387484,tight,-36.4062207 kcal/mol
1387544 - 1387544,tight,-34.810657 kcal/mol
1387694 - 1387704,tight,-36.07680345 kcal/mol
1387764 - 1387804,tight,-36.324516960000004 kcal/mol
1388264 - 1388264,loose,-19.4049219 kcal/mol
1388734 - 1388784,loose,-14.558952488333333 kcal/mol
1388957 - 1388957,loose,-14.9021346 kcal/mol
1388977 - 1388977,loose,-14.2301858 kcal/mol
1389087 - 1389087,loose,-14.3471456 kcal/mol
1389117 - 1389117,loose,-20.9037991 kcal/mol
1389137 - 1389137,loose,-20.5431438 kcal/mol
1389197 - 1389197,loose,-12.7980484 kcal/mol
1389307 - 1389307,loose,-17.0932323 kcal/mol
1389417 - 1389417,loose,-18.4314428 kcal/mol
1389527 - 1389567,loose,-19.45147338 kcal/mol
1389587 - 1389587,loose,-21.0650815 kcal/mol
1389637 - 1389637,loose,-20.2945773 kcal/mol
1389697 - 1389697,loose,-18.8845096 kcal/mol
1390175 - 1390245,loose,-19.403934975 kcal/mol
1390265 - 1390275,loose,-19.88408545 kcal/mol
1390455 - 1390465,loose,-17.12825475 kcal/mol
1390485 - 1390515,loose,-19.15498585 kcal/mol
1390675 - 1390685,loose,-18.10498845 kcal/mol
1390705 - 1390795,loose,-16.97486025 kcal/mol
1391251 - 1391251,tight,-34.880605 kcal/mol
1391361 - 1391361,loose,-20.5939356 kcal/mol
1391371 - 1391371,tight,-35.1389209 kcal/mol
1391401 - 1391461,loose,-19.388584142857137 kcal/mol
1391491 - 1391491,loose,-19.1050422 kcal/mol
1391631 - 1391671,loose,-18.083210720000004 kcal/mol
1391741 - 1391741,loose,-21.0342763 kcal/mol
1391761 - 1391821,loose,-19.192494128571433 kcal/mol
1391841 - 1391841,loose,-19.6519965 kcal/mol
1392021 - 1392021,tight,-36.15589 kcal/mol
1392091 - 1392101,tight,-34.116763250000005 kcal/mol
1392191 - 1392211,loose,-19.489060566666666 kcal/mol
1392301 - 1392321,loose,-20.5906458 kcal/mol
1392381 - 1392381,loose,-19.6769687 kcal/mol
1392441 - 1392441,loose,-20.8217753 kcal/mol
1392471 - 1392491,loose,-20.4831438 kcal/mol
1392541 - 1392541,loose,-20.5124456 kcal/mol
1392915 - 1392915,loose,-19.9566509 kcal/mol
1392955 - 1393035,loose,-16.932088022222224 kcal/mol
1393055 - 1393055,loose,-19.8481166 kcal/mol
1393075 - 1393085,loose,-20.37049965 kcal/mol
1393155 - 1393155,loose,-19.7383934 kcal/mol
1393195 - 1393195,tight,-37.0266849 kcal/mol
1393345 - 1393355,loose,-20.779285950000002 kcal/mol
1393385 - 1393395,loose,-20.88592255 kcal/mol
1393445 - 1393445,loose,-20.9458924 kcal/mol
1393465 - 1393515,loose,-18.80821555 kcal/mol
1393595 - 1393595,loose,-19.3799632 kcal/mol
1393665 - 1393685,loose,-20.5732277 kcal/mol
1393825 - 1393845,loose,-20.729844 kcal/mol
1395419 - 1395419,loose,-18.8690401 kcal/mol
